label,text
0,지금 볼링장이에요.지금요? 네. 지금요.가족이랑요? 네. 가게 끝내는 거 도와주고 왔어요. 아. 다음에 나랑도 같이 가요.저 정말 못해요. 꼴찌에요 지금. 몇 점이에요?아직 안 끝났어요. 엄청 못해요. 나도 못해요.101점 쳤어요.
0,님들 진짜 수상한 파트너 왜 안 보세요? 제발 보세요. 저 고민 중인데 재밌나요. 진짜 재미있어요. 남지현의 러블리함과 지창욱 얼굴도 보셔야죠! 그리고 권기영 작가 제가 좋아해요.화면에 뜨는 창욱 볼 때마다 흠칫하네요. 보겠어요. 봐야죠.아 근데 진짜 끝이에요. 지구 부실 것 같아요.와! 미모 실화일까요? 저 힐러 보고 죽을 뻔했거든요.    저 진짜 빠질까 봐 힐러 못 보는 중이에요. 저 K2도 봤네요. 와우! 제 얼굴은 너무 재밌어요.아 진짜 님 혹시 웃어라 동해야랑 총각네 야채가게 보셨나요.아 다 봤네요. 재밌어요. 뭔가 좀 부족한 거 같아서 검색해보면 이미 다 본 작품이네요. 자 이제 창욱님 군대만 기다리면 돼요.
0,님들 진짜 수상한 파트너 왜 안 보세요? 제발 보세요. 보고 싶은데 시간이 계속 안 맞네요. 담주부터 봐야겟어요! 꼭 보시고 취향에 맞으셨으면 좋겠어요! 저는 진짜 너무 재밌거든요. 네. 볼 거예요. 예고 돌 때부터 재밌어 보이고 가끔씩 부분부분 봤는데 취향에 맞을 거 같아요. 다들 드라마 봐요.저랑 같이 봐요. 꼭!그래요. 꼭! 아니 근데 생활 패턴 때문에 10시 맞춰서 볼 수 있을지 모르겠네요.슬프군요. 하지만 몰아 보는 재미도 있죠. 여유로울 때 몰아보세요! 진짜 재밌어요. 맞아요. 몰아보는거 좋아요! 아 왠지 몰아볼 것 같은 느낌이 드네요. 슬프군요.
0,초밥 중에 고기나 새우 초밥 같은 것도 초밥 뷔페에 있나요? 생선은 못 먹어요. 있어요. 저는 갔을 때 있었어요.오 그렇군요. 워낙 초밥을 좋아하는 친구들이 많아서 뭔가 같이 밥 먹으러 가기 미안할 때가 종종 있었거든요. 제가 날생선을 못 먹어서요. 
0,초밥 중에 고기나 새우 초밥 같은 것도 초밥 뷔페에 있나요? 생선은 못먹어요. 초밥 뷔페 가서 장어랑 고기랑 계란이랑 엄청 먹었어요.오오. 신기한 거 많네요. 돌아오는 목요일 아니면 토일에 서울 갈 일 생겨서 그때 같이 가볼 분 있으면 가볼까 생각 중이에요. 정확히 언제 갈진 월요일에 정해지지만요. 언제 한 번 보면 좋을 텐데요. 저번에 감기 걸렸어서 못 봤잖아요. 그리고 어쨌든 초밥 뷔페에 생선 아닌 거 많아요. 저는 여태껏 초밥 뷔페에 생선만 있는 줄 알았어요. 저도 예전에 그랬어요. 
0,초밥 중에 고기나 새우 초밥 같은 것도 초밥 뷔페에 있나요? 생선은 못먹어요. 새우는 있는데 고기는 없는 데도 있을걸요? 아하. 그렇군요. 뭐 새우도 맛있으니까 괜찮죠!
0,엣플님 엣플님. 초밥 뷔페 혹시 싼데 아시나요?전 초밥 뷔페는 잘 몰라요. 일반 식당으로 가서요. 일반 식당 비싸지 않나요? 저 날생선 못 먹어서 고기나 새우 초밥 같은 것만 먹을 수 있어서요. 근데 비싼 만큼 맛있어서요. 뷔페는 아무래도 질이 떨어지니까요. 그러면 그냥 뷔페 가는 게 나으실 수도 있어요.역시 그러려나요. 다음주에 서울 갈 일이 생겨서 한 번 처음으로 초밥 도전해보려고 했는데 맛과 가격의 관계라니요. 어렵네요. 
0,"체카님 일본 여행 갔을 때, 예산 얼마 들었는지 물어봐도 될까요. 오사카 기준으로 60만 원 들고 갔어요! 방 값 10만 원이고 하루에 10만 원정도 썼어요.아 오사카를 갔군요. 고마워요.단쉰 도쿄 가요? 그럼 조금 더 넣어도 되고 그대로 가도 돼요. 쇼핑할 생각하고 있으면 더 들고 가세요.네. 그러려고 하는데 같이 가는 친구가 디즈니랜드 가재서 돈 더 들 것 같아서 예산을 못 잡겠어요. 오사카는 가 봤는데 도쿄랑 오사카 물가도 다르고요. 디즈니랜드라니 대단하네요! 디즈니랜드에서 디즈니 풀코스 먹어보시고요. 그럼 80만 원 잡아도 되지 않을까요. 음. 80은 역시 세네요. 이 가격이면 액정 태블릿 살 수 있는데요. 그렇군요. 친구랑 의논해 봐야겠어요. 고마워요."
0,홍대 갈 거예요.언제요?저 오늘 오후 한시 반에 까치님이랑 만나서 이태리 돈가스집 가구 부탄츄도 가고 피시방 가서 게임도 하기로 했어요! 이태리 돈가스집이 뭐예요? 그런 거 하는 집이 있나 봐요. 저도 처음 봤어요! 맛있겠네요. 역시 홍익대학교는 홍익대학교 학생이 제일 모른다니까요. 뽀삐님 괜찮으면 같이 맛있는 거 먹고 게임해요. 
0,"대자연을 앞둬서 그런가요. 배고파서 잠이 안 오는 것 같아 많이 먹었네요.  매운 거 좋아하시나 보네요.네. 근데 저 정도로는 맵지 않아요.비주얼은 매우 위풍당당하게 매워 보여요.청양고추가 들어가야 매운데 그건 아니라서요. 저는 엽기 떡볶이도 안 매워하는 입맛이긴 해요.그러다 보니 먹을게 줄어요. 매울까 봐 맵냐고 물어봤는데 안 맵다고 해서 시켰더니 매워서 기분 상해 가지고 안 가는 가게들 좀 있어요.제 전 남자친구가 그랬는데 갑자기 생각나네요. 쫄면 먹는데 너무 맵다고 근데 그게 저도 그렇고 그 가게 사람들 누구도 매워하지 않았어요. 요즘 매운 음식들이 많긴 해요. 음식들이 전반적으로 매워진 느낌이에요. 엽떡이나 틈새라면같이 매운 거로 포인트 잡아서 나가는 거야 그냥 안 가면 되는데 일반 음식점에서도 매워지니깐 먹을 게 너무 없어요.음 그러긴 한 것 같아요. 좀 자극적이어야 맛있다고들 느끼니까요. 몸과 돈 생각해서 웬만하면 안 먹으려고 하는데 저는 확 당길 때가 있더라고요. 몸에는 크게 안 좋을 건 없지 않아요? 제 생각이지만 좋아하는 사람들은 스트레스도 풀리고 그렇다네요. 전 어우 매워 이러면서 스트레스받아요.매운 음식들은 매운 만큼 설탕 소금도 많이 들어가거든요. 양념 강한 음식이 몸에 좋을 게 없으니까요.아, 그렇군요. 그냥 맵기만 한 게 아닌가 보네요. 전 단 거를 좋아해서 좀 문제예요. 나이 먹어가면서 술도 늘고요."
0,대자연을 앞둬서 그런가요. 배고파서 잠이 안 오는 것 같아 많이 먹었네요.  매운 거 좋아하시나 보네요.네. 근데 저 정도로는 맵지 않아요.비주얼은 매우 위풍당당하게 매워 보여요.청양고추가 들어가야 매운데 그건 아니라서요. 저는 엽기 떡볶이도 안 매워하는 입맛이긴 해요.그러다 보니 먹을게 줄어요. 매울까 봐 맵냐고 물어봤는데 안 맵다고 해서 시켰더니 매워서 기분 상해 가지고 안 가는 가게들 좀 있어요.제 전 남자친구가 그랬는데 갑자기 생각나네요. 쫄면 먹는데 너무 맵다고 근데 그게 저도 그렇고 그 가게 사람들 누구도 매워하지 않았어요. 요즘 매운 음식들이 많긴 해요. 전 그 정도는 아닐 것 같아요 잘은 모르겠지만. 쫄면이나 비빔국수 좋아하는데 시킬 때 큰맘 먹고 시켜요. 안 매워야 하는데 하고요. 근데 직장인들 많은 동네는 보통 맵더라고요. 그런 동네에선 아예 빨간 음식을 안 시키죠.
0,대자연을 앞둬서 그런가요. 배고파서 잠이 안 오는 것 같아 많이 먹었네요.  매운 거 좋아하시나 보네요.네. 근데 저 정도로는 맵지 않아요.비주얼은 매우 위풍당당하게 매워 보여요.청양고추가 들어가야 매운데 그건 아니라서요. 저는 엽기 떡볶이도 안 매워하는 입맛이긴 해요.저하고 정 반대시군요. 전 매운 거 싫어해서 일부러 맵게 조리된 음식은 안 먹어요. 근데 닭갈비라든지 제육볶음이라든지 빨간색인데 안 매우면 잘 먹거든요. 근데 요즘은 맵게 조리하는 경우가 많아서 빨간 음식 자체를 경계하게 돼요. 
0,공기청정기 수면 모드로 돌리고 자야겠어요. 안 그럼 잠 설칠 것 같아요. 팽달님 공기청정기 좋나요? 살까 말까 한 달째 고민 중이에요. 공기청정기가 뭔가 정신적인 만족감을 주는 것 같아요. 몸으로 와닿는 것까지는 제가 둔해서 그런가 잘 모르겠는데 약간 집에서 안심하고 살아가는 힘이 돼요. 계속 돌아가는 것 보니까 공기가 안 좋기는 하구나 싶기도 하고요.   저도 정신적 만족 느끼고 싶어요. 미세먼지 앞으로도 계속 기승일 것 같아서 필수 가전으로 하나 장만해야 할 것 같은데 뭘 살지도 고민되네요.저는 계속 찾다가 가격도 그렇고 그냥 LG 걸로 20만 원대 제품 샀는데 더 찾아보니까 무슨 필터가 더 높은 걸로 사야 미세먼지를 완전 감지할 수 있다고 하더라고요. 급하게 샀다는 생각도 드는데 에라 모르겠다 했어요. 내일 제가 그게 무슨 필터인지 다시 찾아보고 말씀드릴게요. 이왕이면 좋은 것 사야 되니까요.감사해요. 필터 등급 같은 게 있는지 몰랐어요. 저 그냥 아무거나 사려고 했는데 감사해요.저 메시지 보내뒀어요. 메시지만 참고하셔도 구매에 무리없으실 것 같아요. 기관지를 위해야죠.감사해요. 팽달님 너무 자상하세요.아니에요. 처음엔 막막하잖아요. 저도 그랬거든요. 근데 막 검색하면 이런저런 얘기 많더라고요. 만족스러운 구매하시기 바라요.네. 팽달님 친절하시고 좋은 분이세요. 기관지 건강을 위해 게으름 그만 피우고 빨리 구매해야겠어요. 고마워요.
0,"공기청정기 수면 모드로 돌리고 자야겠어요. 안 그럼 잠 설칠 것 같아요. 수면 모드랑 일반이랑 좀 다른가요? 소리가 덜 나고 제가 쓰는 건 불빛도 한가운데에 있거든요. 그 먼지 높음 보통 낮음을 색깔로 보여주는데 그 불빛이 취침예약 모드로 돌리면 아예 꺼져요. 아, 그렇군요. 그럼 확실히 잠을 설칠 수도 있겠네요. 예민하면 못 주무시겠어요.네. 소리가 큰 편은 아닌데 불빛은 좀 신경 쓰여 가지고 방금 취침으로 바꾸고 왔어요. 취침 모드 끝나면 아예 종료되더라고요. 다시 가동되면 더 좋을 텐데 아쉬워요.    전 빛은 몰라도 소리엔 예민한 편이라 공감 가네요. 계속 취침 모드로 가거나 다시 일반으로 돌아오는 게 아니라 그냥 꺼지는군요. 진짜 좀 아쉽네요. 그런 기능이 더 좋은 건 그만큼 비싸겠지요.네. 좋다고 평이 넘치는 건 백만 원 넘고 그렇더라구요 할부로 사려면 사겠지만 그렇게까지 출혈 나는 건 부담스러워서 그냥 이십만 원 선에서 타협 봤어요. 저도 잠들기 전 냉장고 소리 그런 거 되게 예민하게 듣는데 취침모드에서는 거의  소리가 없는 수준이에요. 밈님도 공기청정기 구매하신다면 좋은 걸로 잘 사셨으면 좋겠어요. 백만원 단위는 확실히 무리죠. 제가 자는 방에 김치 냉장고가 두대나 있는데 소리가 안 나가지고 얼마나 다행인지 몰라요. 공기청정기는 잘 살펴보고 구매할게요. 감사해요. "
0,밤이니까 솔직한 이야기를 해봐요. 컴퓨터 완전 고장 났어요. 수리해주시는 분이 메인보드가 말썽이라 켜지지 않는다고 하시네요! 난 이제 새 컴퓨터를 사거나 매일 피시방을 가거나 해야겠어요! 이 기회에 메인보드를 업그레이드해요.본체에 들어가는 메인보드가 단종된 거라 중고로 사고 있었는데 중고가 6만 원이래서 자꾸 고장 나니까 막 짜증 나서요! 아예 바꾸던가 없애던가 해야 될 것 같아요. 지금 있는 컴퓨터 부품들 이름 알아요? 내 것 메인보드 바꿔서 예전 것 안 쓰는게 하나 있긴 한데 좀 옛날 거라 구리긴 하지만 소켓 맞으면 줄 수도 있긴 해요! 
0,그리마가 거미보다 징그럽더라고요. 자는데 그리마가 허벅지 기어 다니는 거 당해보셨어요? 뭐라고요? 허벅지에 그리마요? 바닥에서 자고 있는데 허벅지에 스치는 느낌 나서 벌떡 일어나 보니까 근처 구석으로 그리마가 기어가더군요. 자라님도 조심하세요.와 진짜 상상만 해도 온몸에 닭살 쫙 돋는 거 같아요. 우린 친해질 운명이 아닌가 봐요. 그리마라니 탱자님 놀라셨겠어요. 그리마는 잡으셨아요? 그리마도 가려서 사귈까요? 아니요. 아빠 막 깨워서 방으로 모시고 왔는데 장롱 밑으로 들어가 버리는 걸 마지막으로 보고 지금까지 한 번도 못 봤어요.막 다시 나와서 타고 올라오는 건 아니겠죠? 에프킬라 어디 있죠?
0,남편 보고 에이치 마트 들른 김에 하림 삼계탕 세일하면 왕창 좀 사오랬더니 2개에 $15.99 하는 정말 저렴한 가격인데 꼴랑 4개 사 왔어요. 자긴 안 먹는다고요. 그럼 올여름에 나랑 애랑 딱 두 번 먹겠네요. 저도 어제 두 개만 샀는데요.제가 뭐라고 했어요. 어차피 먹을 건데 쓸어 담아오지 그랬냐고요.저희 집도 남편이 안 먹어서 제가 2개 들었더니 그거 사라고 하더라고요.전 저 가격이면 기본 10개는 사요.저희 집 냉장고 정말 작아서 두 개가 겨우 들어갈 지경이에요.
0,8월에 일본 혼자 가기 싫은데 같이 갈 사람 어디 없어요? 아쉽네요. 님 시간 좀 만들어보세요.이미 항공권 다 끊었어요.저처럼 두 번 끊으시죠.안 돼요. 바꾸는 가격 너무 비싸요. 두 번 가라는 거죠.내가 돈 벌어서 가는 거면 그럴 텐데 그렇지가 않아서 안 될 것 같아요.
0,애기야. 오늘 본다. 힐리님 희망농구 가세요?네!저도 가요! 몇 시에 가세요?저 지금 줄 서고 있서요.저 지금 가고 있는데 사람 얼마나 있나요?줄이 두 번 꺾였어요.종합운동장역에서 1번 출구로 나가는 거 맞나요? 8번 출구에요! 감사해요.네.
0,"색조 제품 중에 블러셔, 섀도, 립은 무한대로 사도 더 사고 싶고 전혀 아깝지 않은데 개인적으로 색조가 아닌 파운데이션, 하이라이터, 쉐딩은 여러 개보다는 인생 상품 하나로 정착하고 싶어요. 인생 상품 찾는 길이 험난하고 돈이 많이 들지만요.전 하이라이터는 색조라고 쳐서 여러 개 모으고 싶은데 파운데이션 쉐딩은 정말 공감이에요! 진짜 찰떡처럼 딱 잘 맞는 거 찾고 싶네요.하이라이터도 여러 가지 색과 빛이 있는데 저는 은은한 광을 좋아해서 비슷한 것만 찾더라고요. 그나마 지금 파운데이션은 메포 워터 블렌드에 정착했어요! 쉐딩은 투쿨포스쿨 꺼 쓰고 있는데 이거 다 쓰면 스틱 파운데이션 어두운색으로 사서 해보려고요! 저는 지금은 겔랑 란제리 드 뽀 제일 잘 쓰고 있는데 가격대가 너무 비싸서 다른 것도 많이 써보려고요. 전 사실 셰이딩은 비싼 제품 못 사겠더라고요. 그냥 무난한 투쿨포스쿨 꺼 쓰고 있는데 요즘은 회사원님이 쓰시는 미샤 컨투어팔레트 좀 신경 쓰여요. 겔랑 좋은데 용량 매우 작고 엄청 비싸죠. 저 사실 지금 겔랑 란제리 드뽀 어두운색 샘플이 생겨서 컨투어링으로 쓰고 있어요. 저는 한국 가면 미샤 제품은 이탈리아 프리즘 테스트해 보고 싶어요!저도 이탈 프리즘 제품들 너무 궁금해서 이번에 섀도 3개 정도 사서 써보려고요.그렇다면 희나 님의 리뷰를 기다리겠어요!네! 써보고 올리도록 할게요."
0,"색조 제품 중에 블러셔, 섀도, 립은 무한대로 사도 더 사고 싶고 전혀 아깝지 않은데 개인적으로 색조가 아닌 파운데이션, 하이라이터, 쉐딩은 여러 개보다는 인생 상품 하나로 정착하고 싶어요. 인생 상품 찾는 길이 험난하고 돈이 많이 들지만요.전 하이라이터 쉐딩이 그래요! 딱히 많이 하는 편이 아니라 하나로도 족해요. 근데 이상하게 파운데이션은 혹시 더 좋은 게 있을 것 같아서 매번 다르게 써보고 있어요.삵님 인생 파운데이션은 뭔가요? 정말 파운데이션처럼 사람마다 평이 갈리는 것도 없는 것 같아요. 어떤 분에게는 정말 좋은 것도 어떤 분에게는 정말 안 맞더라고요.아직까지는 정착할만한 파운데이션은 못 찾은 것 같아요. 겔랑은 표현이 너무 이쁜데 색이 좀 아쉽고, 바비브라운은 괜찮은데 정말 좋은 것까진 아니고, 이런저런 이유로 아직도 찾아 헤매고 있어요. 지금은 투페이스드 쓰고 있는 데 다 쓰면 아르마니를 써볼까 해요! 삵님 아직 파운데이션 여행중이군요. 언젠가는 딱 맞는 제품을 꼭 만날 거에요. "
0,"빨리 폰 사러 가야 해요.폰 부서졌어요?아뇨. 일본에서 쓸 폰 사러 가는 거예요. 한국에서 쓸 폰, 일본에서 쓸 폰, 두 개 가지는 거예요 그럼?한국에서 쓰는 폰 번호를 정지 시켜놔서 아무 것도 못해요 이 폰으로는. 그냥 유심만 바꾸면 되는거 아녜요?데이터랑 번호까지 하려니까 차라리 폰 사는거랑 가격 비슷하게 나오더라고요.신기하네요. 일본은 기기 값이 싼가봐요. 그럼 일본이니까 아이폰 사려고요? 아이폰 7 하려니까 한 달에 7천엔 정도더라고요. "
0,"빨리 폰 사러 가야 해요.폰 부서졌어요?아뇨. 일본에서 쓸 폰 사러 가는 거예요. 한국에서 쓸 폰, 일본에서 쓸 폰, 두 개 가지는 거예요 그럼?한국에서 쓰는 폰 번호를 정지 시켜놔서 아무 것도 못해요 이 폰으로는. 그냥 유심만 바꾸면 되는거 아녜요?데이터랑 번호까지 하려니까 차라리 폰 사는거랑 가격 비슷하게 나오더라고요.신기하네요. 일본은 기기 값이 싼가봐요. 그럼 일본이니까 아이폰 사려고요? 사실 처음에는 심프리하려고 했는데 생각해보니까 아르바이트 같은 거 하려면 번호가 있어야 하더라고요."
0,이야!아침엔 갈수 있는 가게가 거의 없어요.2시 비행기라 나리타로 12시쯤엔 가야 하니 어쩔 수가 없어요. 그냥 게마즈나 라지칸을 구경하러 가시는 게 나을 거예요.게머즈 구경하다가 호랑이 구멍 열리면 달려갈 생각이에요. 10시에 여니까요. 그나저나 100엔 동인지 진짜 몇 층인지 모르시나요. 어제 두 시간 찾아봐도 안 보이던데요. 찾아봐도 없었다면 그냥 없는 거예요.그럼 400엔짜리 점 찍어 놓은 거 사야겠네요. 
0,"체리님이 작년에 보내준 가라아게 가루로 드디어 가라아게 만들었어요!아, 뭐예요? 맛있었어요? 나도 가라아게를 집에서 생산한 적 있는데 숯덩이 나와서 깜짝 놀란 적 있었어요.숯덩이라뇨. 나 타이머로 딱 3분 재서 했더니 되더라고요. 뒤에 있는 순서들 번역기로 하나하나씩 돌려서 다 따라 했어요!뭐예요. 나한테 물어보지 그랬어요. 친절하게 알려줄 수 있는데 번역기 돌리느라 수고 많았어요. 결론은 맛있었어요?짭짤하고 맛있었어요! 아버지랑 나랑 둘 다 아 이게 이런 맛이구나 하면서 잘 먹었어요! 다행이네요. 내가 만든 건 소금 숯덩이었는데요. 역시 요리는 손맛인가봐요.체리님도 다시 해봐요."
0,어제 진짜 피곤했나 봐요. 죽은 듯이 자서 이제 일어났는데 아직도 피곤하네요. 나도요. 온몸이 다 아파요. 오늘은 어쩌죠?저도 오늘 구경 좀 하고 돌아다니려고 했는데 못 일어나겠어요. 그래도 여행해줘요.겨우 일어나서 이제 준비했어요. 점심은 이치란으로 가려고요.어제 먹었었죠. 맛있었어요. 규카츠도 먹어줘요. 전 어제 규카츠 먹었어요!그렇다면 다른 거 먹어줘요? 저는 입맛도 없네요.지금 이치란 먹으러 가고 있는데 저녁은 편의점으로 해결하려고요. 귀찮을 것 같아서요. 입맛 없으셔도 꼭 드세요. 배도 안 고파요. 편의점에서 사는게 최고죠.마지막 밤이니까 로손에서 사려고요. 사실 저도 배 안고파요. 세븐 일레븐도 털어줘요. 좋아요! 
0,어제 진짜 피곤했나 봐요. 죽은 듯이 자서 이제 일어났는데 아직도 피곤하네요. 나도요. 온몸이 다 아파요. 오늘은 어쩌죠?저도 오늘 구경 좀 하고 돌아다니려고 했는데 못 일어나겠어요. 이렇게 못 일어날 수가 있나요?
0,어제 진짜 피곤했나 봐요. 죽은 듯이 자서 이제 일어났는데 아직도 피곤해요.저는 공항에서 길 잃을 뻔 했어요.공항 잘 갔군요. 아 못 일어나겠어요.
0,"아 진짜 오사카 숙소 어디쯤 잡죠? 전 산노미야 근처 잡고 그냥 오사카 왔다 갔다 할까 생각 중이긴 한데 아니면 라이브 1일차까지만 산노미야에서 자고 2일차 때 오사카 와서 자려고요. 저도 그럴까요?근데 이게 돈이 좀 더 들 것 같기도 하고 뭐 산노미야쪽은 호텔로 찾기보단 이건 에어비앤비 해야할 것 같아요. 난바에서 라이브회장까지 그렇게 어려울까요?어렵진 않을 것 같아요. 난바역이 jr, 한신 다 있다고 하니까 JR타든 한신본선 타든 둘 중 편해 보이는거로 타고 가면 될 것 같아요. 고베 갈 땐 직행이 있으니까 보통 30분쯤 걸릴 것 같은데요? 나쁘지 않네요.대신 오사카 갈 땐 직행 없어요. 그리고 고베 산노미야 가서 또 환승해서 가야 해요.  작년에 츤라이브 끝나고 오사카 갈 때 길 잃을 뻔했어요. 어우. 환승 싫네요."
0,아 진짜 오사카 숙소 어디쯤 잡죠? 제가 난바 쪽에 잡고 돌아다니다가 릿삐랑 악수하고 싸인 받았어요 진짜로.아니 진짜로요?진짜요. 소프맙 난바점에서 미니라이브도 봤잖아요.기만자였네요.
0,"아 진짜 오사카 숙소 어디쯤 잡죠? 고베 산노미야역 근처에 잡으시거나 난바역 근처에 잡으시거나 둘 중 하나에요. 고베 산노미야 잡으시면 라이브회장 갈 때 오사카에 있는 거 보다는 편하실 거고 난바역 잡으시면 덴덴이나 도톤보리 같은 곳 돌아다닐 땐 편해도 라이브회장 갈 땐 JR, 한신 본선 타는 번거로움이 있죠. 타고 가야 하는 귀찮음이랑 시간 더 걸린다는 점이랑 고베 산노미야 도착해서 전철 환승해서 라이브 회장 가야 하는 거 이 정도겠네요. 산노미야역에 잡게 되면은 라이브회장 가는건 산노미야에서 전철타면 바로 가니까 시간은 오사카보다는 빨리 가요. 대신에 덴덴타운이나 도톤보리는 가기 힘들지만요. 그렇다고 산노미야 역 근처에 아예 오타쿠 숍이 없는 건 아니니까요. 시장 쪽인가 건물 어디 들어가서 3층이나 2층쯤 가시면 아니메이트도 있고 멜론 북스도있고요. 더 돌아다니면 규모는 작지만 세가 오락실도 있으니까요.흐음. 깊게 고민되네요. "
0,언니 못 가요? 네. 아빠한테 들켰어요.난 돈 없어서 못 가요. 돈 있어도 못 가요. 슬프네요. 가고 싶어도 못 간다고요. 돈 망했으면 좋겠네요.진짜 우울해요. 드림 콘서트도 못 가네요.유댕아 언니랑 같이 울어요.서럽네요. 
0,피자 먹고 싶어요.저도요.피자스쿨의 포테이토 피자가 콜라 포함해서 만 원 조금 넘어요. 진짜 맛있어요! 돈은  있는데 직접 가기가 너무 귀찮아요. 여기는 산골이에요. 배달 가능한 피자 가게가 없죠. 있어도 4시 이후 문 열어요. 맛도 보장 못해요. 부럽네요.아. 빨리 4시가 지나길 바라요.거긴 맛이 보장이 안 돼서 그냥 집에 있는 재료로 스파게티 해 먹으려고요.지명님 스파게티 장인이세요. 매일 스파게티 먹고 계셔요.재료가 그것밖에 없어서요. 쉽기도 하고요. 근데 이젠 명란젓이 다 떨어져 가네요. 슬퍼요. 
0,닭고기 샌드위치를 사고 싶었는 데 없어서 돼지고기 샌드위치 샀어요. 돼지고기가 1200원 더 비싼데 말이에요!돼지고기 샌드위치가 3000원 정도에요?아뇨. 5000원 넘어요.미쳤네요.응? 뭐가 미쳤어요?가격이 너무 말도 안 되네요.아 그건 인정해요. 손바닥만 한 거 3개 밖에 없어요. 미쳤네요. 편의점에서 사 먹는게 나을 것 같아요. 그러니까요. 괜히 비싼 돈 주고 먹네요.아니면 직접 만들어 먹는 거 좋아할지도 모르죠.직접 만들어 먹는다니 나는 지옥을 만들어 낼지도 몰라요.헉! 대단하네요. 지옥을 창조하다니요. 뭐가 대단해요? 나는 매일 사 먹어야 하는 인생이라고요.     아녜요. 요리 연습해봐요. 나도 그렇게 생각했는데 요리 실력 있었어요. 한 십 년 정도 연습해 봤는데 별로더라고요. 
0,몇 시 입장인지도 모르고 왔어요.오전 햇살도 엄청 따가울 텐데요.장난 아니에요 언니. 일부러 겉옷 안 벗고 있는데도 등이 따가워요. 고생이네요. 난 실리카겔 보고 싶은데 열두시까지 갈 수 있을까 모르겠네요.언니 늦어요? 왜요.좀 더 늦은 오후에 가게 될 지 아직은 잘 모르겠어요 . 근데 현장판매도 하니까요. 일일권이었죠? 애랑 남편이랑 다 같이 갔다가 애랑 남편만 좀 일찍 떠나게 될지도 모르겠네요.그래도 가족이랑 다 같이 오고 좋네요.하지만 실리카겔은 못 볼 듯하여 너무 안타까울 뿐이에요.어쩌면 좋아요? 나는 내가 보고 싶은 밴드 다 문 스테이지 쪽이에요.문스테이지군요. 난 에이프릴 세컨드 나오기 전엔 도착할 수 있길 바라요. 결정적으로 빨래를 아직 돌리고 있고 한 번 더 돌려야 해요.에쎄 보러 와요 언니! 재밌어요! 
0,"옛날 서울 코믹월드 가려고 대략 5호선 타기 시작했을 때부터 지하철 칸 안에 코스프레한 사람들 득실하고 그랬던 거 생각나요. 여의도 시절 서울 코믹월드 세대였어요, 너도? 처음 간 서울 코믹월드가 23회였을걸요. 두세 번 가니 곧 양재 학여울 시대로 접어들었죠."
0,"긴 머리니까 가발 쓰기 너무 불편해서 단발로 잘랐어요.  이제 단발 병이 와서 머리를 못 기르실 거예요. 제가 몇 년째 그러고 있어요. 안돼요. 전 장발이 더 나아서요. 근데 저 대학 가면 쇼트커트할 예정이에요.쇼트커트요? 전 기를 거 생각하니까 머리가 아파서 도전 못하고 있어요. 아 쇼트커트를 마무리로 앞으로는 자르지 않을 거예요! 그 말을 전 6년째 하고 있어요.웃기네요.가령 한 달 전에도 한 말이지만 지난주에 또 잘랐고 그렇게 반복돼요.저랑 완전히 반대이신듯 해요. 저는 머리 자르면 기르라고 하네요. 이게 다 얼굴이 커서 그런 것 같아요.설화님이 대체 어떻게 얼굴이 크시단 거죠? 근데 얼굴 크기랑은 상관없는 거 같아요. 제가 얼굴 여백이랑 크기가 세렝게티 초원급인데 단발이 어울린다는 소리 들어요.실제로 보면 알게 될 거예요. 진짜 얼굴이 태평양급이예요. 그에 비하면 눈 입은 진짜 작고, 아 그리고 코도 진짜 크고 못생겼어요. 얼굴 여백에서 술래잡기하고 놀 수도 있을 것 같아요. "
0,"긴 머리니까 가발 쓰기 너무 불편해서 단발로 잘랐어요.  이제 단발 병이 와서 머리를 못 기르실 거예요. 제가 몇 년째 그러고 있어요. 안돼요. 전 장발이 더 나아서요. 근데 저 대학 가면 쇼트커트할 예정이에요.쇼트커트요? 전 기를 거 생각하니까 머리가 아파서 도전 못하고 있어요. 아 쇼트커트를 마무리로 앞으로는 자르지 않을 거예요! 그 말을 전 6년째 하고 있어요.웃기네요.가령 한 달 전에도 한 말이지만 지난주에 또 잘랐고 그렇게 반복돼요.저랑 완전히 반대이신듯 해요. 저는 머리 자르면 기르라고 하네요. 이게 다 얼굴이 커서 그런 것 같아요.설화님이 대체 어떻게 얼굴이 크시단 거죠? 근데 얼굴 크기랑은 상관없는 거 같아요. 제가 얼굴 여백이랑 크기가 세렝게티 초원급인데 단발이 어울린다는 소리 들어요.정이님은 예쁘시니까요.아니요. 이게 아니에요. 저 분장급 화장 안 하면 엉망이고, 저도 눈코입 전부 작아요. 고치려고 생각하는 부위도 많고요.저도요. 고등학교 졸업하는 순간 싹 다 고치려고요. 화장으로도 한계가 있어 항상 포토샵에만 의지해요. 저도 얼굴을 팍팍 깎아낼까요? 병원을 알아봐야겠네요. "
0,긴 머리니까 가발 쓰기 너무 불편해서 단발로 잘랐어요.  저도 얼마 전에 가발 쓰기 힘들어서 쇼트커트로 잘라 버렸어요! 단발 예쁘셔요. 단발 최고예요! 감사해요! 이모티콘으로 가려서 괜찮아 보일 뿐이죠. 저도 숏컷하고 싶은데 지금 얼굴로는 너무 힘들 것 같아서 차마 도전을 못하고 있어요. 
